
timestamp(ms),ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps),roll(deg),pitch(deg)
42949,10.562,-0.256,13.018,-0.130,-0.092,0.054,-1.13,-39.05
43199,10.554,-0.210,13.092,-0.066,0.060,0.046,-0.92,-38.87
43449,10.580,-0.282,13.012,-0.070,0.092,0.036,-1.24,-39.11
43699,10.288,-0.188,12.976,-0.100,0.076,0.086,-0.83,-38.41
43949,10.494,-0.218,13.054,-0.128,-0.014,0.064,-0.96,-38.79
44199,10.544,-0.240,13.048,-0.096,-0.002,0.048,-1.05,-38.94
44449,10.456,-0.170,13.042,-0.142,-0.138,0.062,-0.75,-38.72
44699,10.412,-0.238,13.048,-0.096,0.008,0.074,-1.04,-38.58
44949,10.518,-0.192,13.056,-0.042,0.150,0.050,-0.84,-38.85
45199,10.362,-0.192,13.026,-0.104,0.000,0.078,-0.84,-38.50
45449,10.356,-0.230,12.986,-0.124,-0.044,0.080,-1.01,-38.57
45699,10.496,-0.250,13.022,-0.120,-0.024,0.058,-1.10,-38.86
45949,10.580,-0.260,13.062,-0.120,-0.088,0.060,-1.14,-39.00
46199,10.368,-0.210,13.086,-0.090,0.086,0.056,-0.92,-38.39
46449,10.476,-0.260,13.004,-0.064,0.092,0.052,-1.15,-38.85
46699,10.490,-0.280,13.040,-0.094,0.044,0.056,-1.23,-38.81
46949,10.464,-0.242,13.044,-0.110,-0.010,0.064,-1.06,-38.73
47199,10.474,-0.298,13.062,-0.092,0.020,0.058,-1.31,-38.72
47449,10.486,-0.240,13.030,-0.090,0.046,0.054,-1.06,-38.82
47699,10.490,-0.258,13.046,-0.094,0.016,0.054,-1.13,-38.80
47949,10.448,-0.220,13.062,-0.090,0.040,0.056,-0.96,-38.65
48199,10.476,-0.192,13.062,-0.092,0.038,0.054,-0.84,-38.73
48449,10.494,-0.224,13.058,-0.092,0.048,0.054,-0.98,-38.78
48699,10.472,-0.228,13.042,-0.098,0.034,0.054,-1.00,-38.76
48949,10.472,-0.310,13.062,-0.098,0.040,0.054,-1.36,-38.71
49199,10.428,-0.230,13.046,-0.102,0.024,0.064,-1.01,-38.63
49449,10.482,-0.244,13.030,-0.090,0.040,0.060,-1.07,-38.81
49699,10.488,-0.204,13.078,-0.092,0.034,0.058,-0.89,-38.72
49949,10.446,-0.246,13.064,-0.086,0.074,0.058,-1.08,-38.64
50199,10.444,-0.270,13.046,-0.094,0.048,0.060,-1.19,-38.67
50449,10.462,-0.284,13.066,-0.090,0.042,0.058,-1.25,-38.68
50699,10.472,-0.260,13.054,-0.096,0.032,0.062,-1.14,-38.73
50949,10.546,-0.244,13.122,-0.094,0.022,0.042,-1.07,-38.78
51199,10.456,-0.240,13.080,-0.106,-0.012,0.064,-1.05,-38.63
51449,10.450,-0.252,13.074,-0.066,0.066,0.052,-1.10,-38.63
51699,10.460,-0.202,13.058,-0.098,0.010,0.056,-0.89,-38.69
51949,10.408,-0.228,13.024,-0.096,0.040,0.042,-1.00,-38.63
52199,10.444,-0.182,13.084,-0.090,0.038,0.052,-0.80,-38.60
52449,10.452,-0.262,13.056,-0.098,0.052,0.052,-1.15,-38.67
52699,10.462,-0.196,13.050,-0.090,0.052,0.054,-0.86,-38.72
52949,10.476,-0.192,13.074,-0.082,0.076,0.056,-0.84,-38.70
53199,10.476,-0.256,13.034,-0.090,0.036,0.054,-1.13,-38.78
53449,10.468,-0.320,13.022,-0.106,0.000,0.058,-1.41,-38.79
53699,10.454,-0.202,13.044,-0.094,0.020,0.054,-0.89,-38.71
53949,10.458,-0.288,13.058,-0.096,0.036,0.054,-1.26,-38.68
54199,10.432,-0.250,13.054,-0.088,0.040,0.062,-1.10,-38.62
54449,10.466,-0.224,13.036,-0.088,0.050,0.058,-0.98,-38.76
54699,10.464,-0.234,13.036,-0.102,0.016,0.064,-1.03,-38.75
54949,10.460,-0.254,13.062,-0.080,0.048,0.052,-1.11,-38.68
55199,10.460,-0.236,13.030,-0.092,0.052,0.058,-1.04,-38.75
55449,10.450,-0.238,13.038,-0.094,0.056,0.056,-1.05,-38.71
55699,10.444,-0.244,13.050,-0.090,0.044,0.060,-1.07,-38.67
55949,10.444,-0.238,13.036,-0.090,0.048,0.056,-1.05,-38.70
56199,10.440,-0.234,13.042,-0.096,0.010,0.068,-1.03,-38.67
56449,10.470,-0.254,13.082,-0.088,0.014,0.054,-1.11,-38.67
56699,10.458,-0.286,13.038,-0.090,0.056,0.058,-1.26,-38.73
56949,10.442,-0.218,13.052,-0.094,0.052,0.056,-0.96,-38.66
57199,10.450,-0.256,13.074,-0.084,0.070,0.048,-1.12,-38.63
57449,10.424,-0.230,13.034,-0.090,0.056,0.064,-1.01,-38.65
57699,10.452,-0.236,13.074,-0.090,0.020,0.056,-1.03,-38.64
57949,10.442,-0.230,13.050,-0.094,0.040,0.052,-1.01,-38.66
58199,10.438,-0.216,13.056,-0.088,0.038,0.052,-0.95,-38.64
58449,10.478,-0.268,13.034,-0.094,0.032,0.056,-1.18,-38.79
58699,10.478,-0.234,13.042,-0.098,0.022,0.062,-1.03,-38.77
58949,10.466,-0.226,13.048,-0.092,0.032,0.058,-0.99,-38.73
59199,10.488,-0.220,13.040,-0.094,0.042,0.054,-0.97,-38.81
59449,10.458,-0.228,13.048,-0.098,0.030,0.062,-1.00,-38.71
59699,10.452,-0.218,13.058,-0.094,0.024,0.052,-0.96,-38.67
59949,10.466,-0.254,13.068,-0.086,0.036,0.056,-1.11,-38.69
60199,10.456,-0.220,13.062,-0.092,0.036,0.052,-0.96,-38.67
60449,10.462,-0.250,13.046,-0.090,0.048,0.062,-1.10,-38.72
60699,10.446,-0.230,13.054,-0.094,0.036,0.056,-1.01,-38.66
60949,10.450,-0.224,13.052,-0.094,0.044,0.056,-0.98,-38.68
61199,10.482,-0.242,13.036,-0.088,0.040,0.062,-1.06,-38.80
61449,10.468,-0.246,13.058,-0.090,0.044,0.060,-1.08,-38.71
61699,10.466,-0.254,13.064,-0.098,0.032,0.058,-1.11,-38.69
61949,10.464,-0.240,13.066,-0.084,0.062,0.058,-1.05,-38.69
62199,10.452,-0.244,13.056,-0.090,0.046,0.056,-1.07,-38.67
62449,10.454,-0.228,13.076,-0.090,0.046,0.060,-1.00,-38.64
62699,10.446,-0.240,13.082,-0.090,0.008,0.046,-1.05,-38.60
62949,10.440,-0.210,13.090,-0.084,0.048,0.060,-0.92,-38.57
63199,10.460,-0.230,13.066,-0.086,0.044,0.062,-1.01,-38.67
63449,10.460,-0.240,13.056,-0.094,0.030,0.056,-1.05,-38.70
63699,10.458,-0.240,13.070,-0.088,0.036,0.060,-1.05,-38.66
63949,10.448,-0.230,13.056,-0.090,0.036,0.060,-1.01,-38.66
64199,10.454,-0.276,13.060,-0.086,0.036,0.056,-1.21,-38.67
64449,10.434,-0.214,13.076,-0.094,0.028,0.060,-0.94,-38.58
64699,10.440,-0.234,13.066,-0.088,0.064,0.052,-1.03,-38.62
64949,10.460,-0.246,13.050,-0.096,0.042,0.056,-1.08,-38.71
65199,10.442,-0.248,13.066,-0.094,0.048,0.056,-1.09,-38.63
65449,10.436,-0.222,13.068,-0.098,0.028,0.058,-0.97,-38.61
65699,10.440,-0.248,13.066,-0.094,0.050,0.056,-1.09,-38.62
65949,10.458,-0.226,13.060,-0.092,0.040,0.056,-0.99,-38.68
66199,10.430,-0.220,13.052,-0.100,0.024,0.058,-0.97,-38.62
66449,10.442,-0.238,13.024,-0.090,0.040,0.060,-1.05,-38.72
66699,10.448,-0.200,13.044,-0.100,0.022,0.062,-0.88,-38.69
66949,10.464,-0.252,13.042,-0.090,0.036,0.052,-1.11,-38.74
67199,10.396,-0.208,13.044,-0.070,0.092,0.060,-0.91,-38.55
67449,10.434,-0.246,13.066,-0.094,0.038,0.054,-1.08,-38.60
67699,10.452,-0.244,13.036,-0.096,0.024,0.060,-1.07,-38.72
67949,10.450,-0.232,13.048,-0.088,0.052,0.054,-1.02,-38.69
68199,10.436,-0.232,13.038,-0.100,0.012,0.050,-1.02,-38.67
68449,10.458,-0.250,13.058,-0.098,0.024,0.062,-1.10,-38.69
68699,10.476,-0.250,13.050,-0.086,0.042,0.056,-1.10,-38.75
68949,10.446,-0.202,13.014,-0.088,0.060,0.058,-0.89,-38.75
69199,10.436,-0.238,13.036,-0.080,0.078,0.054,-1.05,-38.67
69449,10.442,-0.224,13.042,-0.102,0.026,0.058,-0.98,-38.68
69699,10.448,-0.252,13.030,-0.082,0.066,0.048,-1.11,-38.72
69949,10.458,-0.208,13.036,-0.086,0.044,0.062,-0.91,-38.73
70199,10.436,-0.242,13.056,-0.096,0.032,0.056,-1.06,-38.63
70449,10.460,-0.226,13.056,-0.088,0.052,0.054,-0.99,-38.70
70699,10.392,-0.242,13.048,-0.106,0.016,0.060,-1.06,-38.53
70949,10.422,-0.228,13.046,-0.094,0.040,0.062,-1.00,-38.62
71199,10.434,-0.252,13.044,-0.094,0.054,0.056,-1.11,-38.65
71449,10.462,-0.206,13.068,-0.088,0.034,0.056,-0.90,-38.68
71699,10.436,-0.224,13.086,-0.094,0.038,0.060,-0.98,-38.57
71949,10.438,-0.212,13.054,-0.084,0.074,0.054,-0.93,-38.64
72199,10.432,-0.256,13.078,-0.098,0.020,0.060,-1.12,-38.57
72449,10.434,-0.232,13.070,-0.086,0.056,0.062,-1.02,-38.60
72699,10.444,-0.258,13.066,-0.090,0.052,0.054,-1.13,-38.63
72949,10.430,-0.222,13.056,-0.090,0.044,0.058,-0.97,-38.62
73199,10.440,-0.196,13.064,-0.086,0.062,0.052,-0.86,-38.63
73449,10.412,-0.214,13.080,-0.078,0.078,0.050,-0.94,-38.52
73699,10.430,-0.228,13.048,-0.096,0.046,0.052,-1.00,-38.63
73949,10.462,-0.238,13.048,-0.092,0.036,0.050,-1.04,-38.72
74199,10.446,-0.214,13.046,-0.092,0.038,0.056,-0.94,-38.68
74449,10.450,-0.222,13.060,-0.092,0.032,0.054,-0.97,-38.66
74699,10.446,-0.238,13.046,-0.094,0.048,0.054,-1.05,-38.68
74949,10.444,-0.222,13.062,-0.096,0.030,0.064,-0.97,-38.64
75199,10.430,-0.186,13.062,-0.084,0.070,0.054,-0.82,-38.60
75449,10.412,-0.218,13.018,-0.092,0.036,0.066,-0.96,-38.65
75699,10.458,-0.212,13.072,-0.080,0.076,0.052,-0.93,-38.66
75949,10.450,-0.246,13.060,-0.098,0.030,0.052,-1.08,-38.66
76199,10.418,-0.224,13.064,-0.094,0.044,0.062,-0.98,-38.57
76449,10.454,-0.238,13.048,-0.092,0.056,0.058,-1.04,-38.70
76699,10.438,-0.238,13.064,-0.094,0.048,0.058,-1.04,-38.62
76949,10.422,-0.250,13.060,-0.090,0.042,0.058,-1.10,-38.59
77199,10.420,-0.198,13.056,-0.094,0.046,0.056,-0.87,-38.59
77449,10.440,-0.256,13.044,-0.086,0.048,0.056,-1.12,-38.67
77699,10.434,-0.220,13.054,-0.092,0.034,0.058,-0.97,-38.63
77949,10.428,-0.216,13.050,-0.090,0.044,0.056,-0.95,-38.62
78199,10.444,-0.232,13.076,-0.084,0.058,0.054,-1.02,-38.61
78449,10.436,-0.208,13.058,-0.092,0.046,0.056,-0.91,-38.63
78699,10.438,-0.228,13.070,-0.090,0.036,0.060,-1.00,-38.61
78949,10.442,-0.240,13.062,-0.088,0.044,0.062,-1.05,-38.63
79199,10.442,-0.226,13.044,-0.096,0.030,0.064,-0.99,-38.67
79449,10.442,-0.224,13.036,-0.090,0.036,0.058,-0.98,-38.69
79699,10.440,-0.248,13.056,-0.092,0.030,0.062,-1.09,-38.64
79949,10.438,-0.214,13.044,-0.094,0.048,0.054,-0.94,-38.66
80199,10.434,-0.234,13.072,-0.088,0.036,0.056,-1.03,-38.59
80449,10.414,-0.224,13.058,-0.104,0.012,0.060,-0.98,-38.57
80699,10.438,-0.222,13.064,-0.102,0.006,0.056,-0.97,-38.62
80949,10.428,-0.240,13.052,-0.090,0.048,0.054,-1.05,-38.62
81199,10.414,-0.230,13.038,-0.090,0.038,0.058,-1.01,-38.61
81449,10.436,-0.230,13.044,-0.096,0.038,0.058,-1.01,-38.66
81699,10.436,-0.242,13.054,-0.086,0.044,0.054,-1.06,-38.64
81949,10.432,-0.254,13.068,-0.090,0.040,0.062,-1.11,-38.59
82199,10.428,-0.224,13.058,-0.094,0.034,0.058,-0.98,-38.61
82449,10.442,-0.226,13.068,-0.090,0.048,0.052,-0.99,-38.62
82699,10.428,-0.222,13.070,-0.092,0.040,0.050,-0.97,-38.58
82949,10.452,-0.240,13.066,-0.092,0.030,0.052,-1.05,-38.65
83199,10.438,-0.208,13.054,-0.098,0.016,0.058,-0.91,-38.64
83449,10.450,-0.206,13.058,-0.092,0.024,0.062,-0.90,-38.67
83699,10.434,-0.234,13.076,-0.092,0.030,0.062,-1.03,-38.58
83949,10.428,-0.222,13.080,-0.090,0.046,0.056,-0.97,-38.56
84199,10.426,-0.228,13.070,-0.096,0.018,0.066,-1.00,-38.58
84449,10.438,-0.248,13.066,-0.088,0.040,0.054,-1.09,-38.62
84699,10.430,-0.226,13.078,-0.088,0.038,0.064,-0.99,-38.57
84949,10.438,-0.228,13.070,-0.094,0.030,0.060,-1.00,-38.61
85199,10.424,-0.224,13.088,-0.084,0.050,0.056,-0.98,-38.53
85449,10.428,-0.250,13.052,-0.076,0.032,0.062,-1.10,-38.62
85699,10.442,-0.242,13.078,-0.088,0.038,0.060,-1.06,-38.60
85949,10.414,-0.230,13.084,-0.116,-0.016,0.060,-1.01,-38.51
86199,10.456,-0.248,13.092,-0.094,0.028,0.052,-1.09,-38.61
86449,10.458,-0.212,13.116,-0.112,-0.058,0.056,-0.93,-38.56
86699,10.396,-0.232,13.026,-0.098,-0.026,0.062,-1.02,-38.59
86949,10.446,-0.258,13.086,-0.080,0.096,0.052,-1.13,-38.59
87199,10.434,-0.236,13.084,-0.084,0.070,0.060,-1.03,-38.57
87449,10.424,-0.252,13.058,-0.082,0.074,0.062,-1.11,-38.59
87699,10.500,-0.204,13.086,-0.090,0.034,0.050,-0.89,-38.74
87949,10.428,-0.232,13.022,-0.110,-0.028,0.072,-1.02,-38.68
88199,10.426,-0.202,13.114,-0.098,0.006,0.062,-0.88,-38.48
88449,10.486,-0.254,13.110,-0.088,0.002,0.040,-1.11,-38.65
88699,10.396,-0.220,13.070,-0.100,0.008,0.066,-0.96,-38.50
88949,10.428,-0.208,13.078,-0.094,0.018,0.048,-0.91,-38.56
89199,10.522,-0.286,13.130,-0.096,0.032,0.048,-1.25,-38.70
89449,10.434,-0.184,13.072,-0.090,0.042,0.056,-0.81,-38.59
89699,10.374,-0.234,13.060,-0.094,0.048,0.062,-1.03,-38.46
89949,10.410,-0.182,12.962,-0.100,0.046,0.058,-0.80,-38.77
90199,10.412,-0.218,13.070,-0.094,0.024,0.056,-0.96,-38.54
90449,10.406,-0.192,13.080,-0.094,0.030,0.060,-0.84,-38.50
90699,10.414,-0.276,13.080,-0.092,0.032,0.054,-1.21,-38.52
90949,10.446,-0.200,13.046,-0.102,0.036,0.064,-0.88,-38.68
91199,10.430,-0.198,13.052,-0.092,0.042,0.056,-0.87,-38.63
91449,10.444,-0.216,13.072,-0.100,0.010,0.056,-0.95,-38.62
91699,10.434,-0.204,13.060,-0.092,0.044,0.058,-0.89,-38.62
91949,10.444,-0.248,13.066,-0.098,0.020,0.054,-1.09,-38.63
92199,10.422,-0.210,13.072,-0.080,0.070,0.060,-0.92,-38.56
92449,10.422,-0.250,13.070,-0.088,0.052,0.058,-1.10,-38.56
92699,10.434,-0.230,13.084,-0.102,0.020,0.052,-1.01,-38.57
92949,10.446,-0.230,13.090,-0.096,0.026,0.050,-1.01,-38.59
93199,10.422,-0.216,13.090,-0.092,0.034,0.064,-0.95,-38.52
93449,10.412,-0.232,13.096,-0.092,0.038,0.062,-1.01,-38.48
93699,10.454,-0.262,13.094,-0.094,0.036,0.058,-1.15,-38.60
93949,10.400,-0.230,13.098,-0.096,0.018,0.064,-1.01,-38.45
94199,10.428,-0.240,13.092,-0.092,0.030,0.062,-1.05,-38.53
94449,10.440,-0.238,13.086,-0.094,0.032,0.060,-1.04,-38.58
94699,10.416,-0.258,13.070,-0.088,0.050,0.060,-1.13,-38.55
94949,10.420,-0.234,13.086,-0.088,0.038,0.064,-1.02,-38.52
95199,10.428,-0.246,13.076,-0.096,0.018,0.058,-1.08,-38.57
95449,10.420,-0.212,13.062,-0.092,0.036,0.062,-0.93,-38.58
95699,10.432,-0.226,13.076,-0.082,0.064,0.054,-0.99,-38.58
95949,10.438,-0.226,13.066,-0.096,0.034,0.056,-0.99,-38.62
96199,10.402,-0.234,13.094,-0.096,0.032,0.058,-1.02,-38.46
96449,10.422,-0.214,13.070,-0.096,0.034,0.048,-0.94,-38.57
96699,10.434,-0.238,13.076,-0.094,0.038,0.056,-1.04,-38.58
96949,10.434,-0.210,13.084,-0.090,0.048,0.052,-0.92,-38.57
97199,10.424,-0.238,13.098,-0.088,0.040,0.054,-1.04,-38.51
97449,10.424,-0.212,13.068,-0.090,0.052,0.054,-0.93,-38.57
97699,10.430,-0.224,13.064,-0.092,0.044,0.062,-0.98,-38.60
97949,10.446,-0.230,13.076,-0.092,0.040,0.060,-1.01,-38.62
98199,10.422,-0.208,13.090,-0.088,0.046,0.056,-0.91,-38.52
98449,10.418,-0.260,13.090,-0.100,0.026,0.060,-1.14,-38.51
98699,10.402,-0.232,13.048,-0.098,0.018,0.058,-1.02,-38.56
98949,10.434,-0.194,13.062,-0.096,0.040,0.054,-0.85,-38.61
99199,10.414,-0.210,13.076,-0.090,0.036,0.058,-0.92,-38.53
99449,10.458,-0.228,13.120,-0.114,-0.018,0.060,-1.00,-38.55
99699,10.440,-0.248,13.068,-0.096,0.036,0.052,-1.09,-38.62
99949,10.432,-0.202,13.094,-0.082,0.044,0.056,-0.88,-38.54
100199,10.428,-0.168,13.084,-0.102,-0.002,0.068,-0.74,-38.55
100449,10.420,-0.214,13.056,-0.090,0.064,0.056,-0.94,-38.59
100699,10.448,-0.240,13.052,-0.084,0.050,0.062,-1.05,-38.67
100949,10.402,-0.210,13.078,-0.090,0.048,0.056,-0.92,-38.49
101199,10.418,-0.238,13.062,-0.076,0.090,0.062,-1.04,-38.57
101449,10.426,-0.258,13.066,-0.080,0.054,0.048,-1.13,-38.58
101699,10.416,-0.240,13.066,-0.094,0.024,0.056,-1.05,-38.56
101949,10.400,-0.238,13.074,-0.092,0.032,0.050,-1.04,-38.50
102199,10.452,-0.250,13.064,-0.088,0.038,0.050,-1.10,-38.66
102449,10.462,-0.266,13.044,-0.088,0.020,0.052,-1.17,-38.73
102699,10.438,-0.228,13.046,-0.102,-0.004,0.068,-1.00,-38.66
102949,10.460,-0.252,13.074,-0.078,0.088,0.054,-1.10,-38.66
103199,10.416,-0.244,13.064,-0.084,0.052,0.060,-1.07,-38.56
103449,10.436,-0.242,13.080,-0.090,0.044,0.058,-1.06,-38.58
103699,10.432,-0.236,13.046,-0.090,0.036,0.058,-1.04,-38.64
103949,10.438,-0.208,13.078,-0.096,0.032,0.054,-0.91,-38.59
104199,10.430,-0.206,13.066,-0.094,0.016,0.064,-0.90,-38.60
104449,10.428,-0.228,13.074,-0.092,0.022,0.058,-1.00,-38.57
104699,10.430,-0.234,13.070,-0.092,0.034,0.054,-1.03,-38.59
104949,10.418,-0.226,13.088,-0.084,0.052,0.054,-0.99,-38.52
105199,10.408,-0.232,13.092,-0.092,0.036,0.054,-1.02,-38.48
105449,10.434,-0.248,13.070,-0.088,0.054,0.058,-1.09,-38.60
105699,10.434,-0.220,13.066,-0.090,0.040,0.054,-0.96,-38.61
105949,10.418,-0.238,13.076,-0.094,0.038,0.056,-1.04,-38.54
106199,10.444,-0.248,13.086,-0.088,0.044,0.056,-1.09,-38.59
106449,10.438,-0.222,13.082,-0.096,0.018,0.064,-0.97,-38.58
106699,10.432,-0.264,13.080,-0.084,0.056,0.060,-1.16,-38.57
106949,10.412,-0.208,13.082,-0.090,0.032,0.062,-0.91,-38.51
107199,10.426,-0.276,13.088,-0.092,0.028,0.056,-1.21,-38.53
107449,10.438,-0.248,13.066,-0.094,0.024,0.056,-1.09,-38.62
107699,10.344,-0.192,12.972,-0.138,-0.084,0.060,-0.85,-38.57
107949,10.388,-0.226,13.084,-0.042,0.186,0.038,-0.99,-38.44
108199,10.430,-0.234,13.062,-0.090,0.046,0.050,-1.03,-38.60
108449,10.430,-0.230,13.078,-0.092,0.054,0.058,-1.01,-38.57
108699,10.406,-0.228,13.096,-0.096,0.034,0.058,-1.00,-38.47
108949,10.418,-0.230,13.076,-0.090,0.038,0.056,-1.01,-38.54
109199,10.418,-0.222,13.060,-0.094,0.038,0.058,-0.97,-38.58
109449,10.394,-0.240,13.066,-0.094,0.044,0.058,-1.05,-38.50
109699,10.414,-0.228,13.068,-0.088,0.046,0.052,-1.00,-38.55
109949,10.422,-0.226,13.048,-0.098,0.020,0.054,-0.99,-38.61
110199,10.434,-0.244,13.066,-0.088,0.048,0.064,-1.07,-38.60
110449,10.436,-0.242,13.088,-0.096,0.040,0.054,-1.06,-38.56
110699,10.408,-0.228,13.080,-0.088,0.048,0.056,-1.00,-38.51
110949,10.426,-0.242,13.072,-0.092,0.030,0.064,-1.06,-38.57
111199,10.420,-0.260,13.072,-0.096,0.020,0.052,-1.14,-38.55
111449,10.408,-0.210,13.066,-0.080,0.074,0.054,-0.92,-38.54
111699,10.408,-0.212,13.036,-0.108,0.036,0.068,-0.93,-38.60
111949,10.420,-0.206,13.074,-0.092,0.022,0.062,-0.90,-38.55
112199,10.446,-0.200,13.062,-0.090,0.036,0.064,-0.88,-38.65
112449,10.434,-0.210,13.052,-0.096,0.032,0.064,-0.92,-38.64
112699,10.452,-0.220,13.090,-0.100,0.008,0.060,-0.96,-38.60
112949,10.426,-0.258,13.082,-0.094,0.026,0.060,-1.13,-38.55
113199,10.412,-0.240,13.076,-0.082,0.052,0.060,-1.05,-38.52
113449,10.424,-0.240,13.068,-0.086,0.040,0.056,-1.05,-38.57
113699,10.424,-0.212,13.078,-0.094,0.018,0.064,-0.93,-38.55
113949,10.434,-0.264,13.084,-0.090,0.036,0.056,-1.16,-38.57
114199,10.432,-0.264,13.092,-0.096,0.028,0.054,-1.16,-38.54
114449,10.404,-0.206,13.076,-0.088,0.052,0.058,-0.90,-38.50
114699,10.410,-0.214,13.062,-0.094,0.044,0.064,-0.94,-38.55
114949,10.418,-0.234,13.052,-0.104,0.004,0.060,-1.03,-38.59
115199,10.410,-0.210,13.060,-0.074,0.068,0.064,-0.92,-38.55
115449,10.400,-0.238,13.076,-0.088,0.060,0.064,-1.04,-38.49
115699,10.402,-0.204,13.068,-0.086,0.042,0.056,-0.89,-38.52
115949,10.392,-0.246,13.062,-0.104,0.008,0.060,-1.08,-38.50
116199,10.438,-0.234,13.124,-0.096,0.010,0.062,-1.02,-38.49
116449,10.420,-0.234,13.086,-0.092,0.034,0.060,-1.02,-38.52
116699,10.416,-0.156,13.068,-0.096,0.038,0.058,-0.68,-38.56
116949,10.396,-0.228,13.072,-0.084,0.054,0.054,-1.00,-38.49
117199,10.422,-0.218,13.072,-0.088,0.036,0.060,-0.96,-38.56
117449,10.420,-0.232,13.072,-0.088,0.040,0.058,-1.02,-38.55
117699,10.388,-0.218,13.092,-0.090,0.040,0.062,-0.95,-38.43
117949,10.434,-0.222,13.066,-0.100,0.014,0.062,-0.97,-38.61
118199,10.418,-0.198,13.076,-0.084,0.058,0.060,-0.87,-38.54
118449,10.418,-0.216,13.088,-0.090,0.036,0.060,-0.95,-38.52
118699,10.386,-0.206,13.102,-0.102,0.030,0.062,-0.90,-38.40
118949,10.418,-0.218,13.082,-0.094,0.036,0.054,-0.95,-38.53
119199,10.416,-0.236,13.088,-0.088,0.046,0.054,-1.03,-38.51
119449,10.412,-0.210,13.098,-0.090,0.056,0.058,-0.92,-38.48
119699,10.424,-0.246,13.088,-0.092,0.042,0.056,-1.08,-38.53
119949,10.418,-0.232,13.076,-0.096,0.034,0.056,-1.02,-38.54
120199,10.406,-0.224,13.076,-0.088,0.040,0.058,-0.98,-38.51
120449,10.414,-0.212,13.078,-0.088,0.040,0.066,-0.93,-38.53
120699,10.410,-0.226,13.088,-0.092,0.028,0.052,-0.99,-38.49
120949,10.394,-0.192,13.064,-0.090,0.024,0.066,-0.84,-38.50
121199,10.412,-0.214,13.110,-0.096,0.030,0.056,-0.94,-38.45
121449,10.434,-0.198,13.098,-0.090,0.046,0.054,-0.87,-38.54
121699,10.420,-0.216,13.076,-0.090,0.040,0.058,-0.95,-38.55
121949,10.420,-0.252,13.082,-0.086,0.050,0.054,-1.10,-38.53
122199,10.402,-0.244,13.084,-0.090,0.028,0.056,-1.07,-38.48
122449,10.416,-0.292,13.082,-0.086,0.040,0.056,-1.28,-38.52
122699,10.406,-0.238,13.070,-0.090,0.046,0.056,-1.04,-38.52
122949,10.416,-0.230,13.084,-0.092,0.044,0.052,-1.01,-38.52
123199,10.422,-0.214,13.056,-0.092,0.046,0.056,-0.94,-38.59
123449,10.414,-0.240,13.086,-0.092,0.036,0.060,-1.05,-38.51
123699,10.410,-0.216,13.066,-0.092,0.034,0.056,-0.95,-38.54
123949,10.408,-0.210,13.090,-0.092,0.032,0.062,-0.92,-38.48
124199,10.406,-0.222,13.100,-0.094,0.040,0.064,-0.97,-38.46
124449,10.416,-0.226,13.106,-0.094,0.046,0.052,-0.99,-38.47
124699,10.408,-0.214,13.100,-0.088,0.034,0.054,-0.94,-38.46
124949,10.406,-0.216,13.092,-0.094,0.020,0.062,-0.95,-38.48
125199,10.408,-0.244,13.080,-0.092,0.038,0.056,-1.07,-38.51
125449,10.430,-0.224,13.084,-0.086,0.060,0.060,-0.98,-38.56
125699,10.452,-0.236,13.082,-0.084,0.056,0.050,-1.03,-38.62
125949,10.418,-0.204,13.094,-0.100,-0.002,0.058,-0.89,-38.50
126199,10.408,-0.240,13.086,-0.086,0.040,0.060,-1.05,-38.49
126449,10.440,-0.220,13.084,-0.092,0.044,0.048,-0.96,-38.58
126699,10.414,-0.214,13.094,-0.082,0.062,0.056,-0.94,-38.49
126949,10.430,-0.218,13.104,-0.090,0.034,0.060,-0.95,-38.51
127199,10.394,-0.222,13.096,-0.090,0.042,0.062,-0.97,-38.43
127449,10.406,-0.230,13.082,-0.090,0.044,0.054,-1.01,-38.50
127699,10.428,-0.230,13.108,-0.084,0.102,0.052,-1.01,-38.50
127949,10.456,-0.232,13.100,-0.092,0.044,0.056,-1.01,-38.59
128199,10.412,-0.236,13.092,-0.114,-0.002,0.050,-1.03,-38.49
128449,10.414,-0.210,13.098,-0.072,0.082,0.058,-0.92,-38.48
128699,10.448,-0.250,13.094,-0.090,0.032,0.054,-1.09,-38.58
128949,10.410,-0.244,13.090,-0.088,0.052,0.052,-1.07,-38.49
129199,10.416,-0.226,13.076,-0.094,0.030,0.056,-0.99,-38.54
129449,10.402,-0.214,13.084,-0.094,0.036,0.052,-0.94,-38.48
129699,10.422,-0.212,13.088,-0.096,0.026,0.058,-0.93,-38.53
129949,10.402,-0.228,13.084,-0.092,0.044,0.060,-1.00,-38.48
130199,10.408,-0.206,13.098,-0.086,0.054,0.050,-0.90,-38.47
130449,10.422,-0.234,13.096,-0.092,0.044,0.056,-1.02,-38.51
130699,10.398,-0.222,13.066,-0.088,0.044,0.050,-0.97,-38.51
130949,10.378,-0.208,13.064,-0.082,0.062,0.062,-0.91,-38.46
131199,10.454,-0.218,13.080,-0.094,0.024,0.054,-0.95,-38.63
131449,10.402,-0.218,13.062,-0.100,0.026,0.066,-0.96,-38.53
131699,10.396,-0.218,13.094,-0.102,0.016,0.056,-0.95,-38.44
131949,10.402,-0.230,13.094,-0.098,0.008,0.052,-1.01,-38.46
